"ESC_NOME","MUN_NOME","total_alunos","total_acertos","total_erros","taxa_acerto_pct"
"EMEF LENILCE HERINGER CEZAR RAMOS","Iúna",17,891,449,66.49
"EMFA George Abreu Rangel","Alegre",30,1577,795,66.48
"EMEF AMERICO GUIMARAES COSTA","Serra",305,15204,7682,66.43
"EMEF NEUSA MARIA PEYNEAU","Serra",512,25374,12820,66.43
"EMEIEF ANTONIO TEIXEIRA DE MELO","Castelo",68,3414,1726,66.42
"EMCOR AGUA LIMPA","Nova Venécia",78,4728,2392,66.4
"EMUEF PATRIMONIO DO TIRADENTES","Rio Bananal",14,733,371,66.39
"EMEF ORLANDO MOREIRA DE LIMA","Cariacica",329,16990,8618,66.35
"EMEIPEF FAZENDA PEZZIN","Rio Bananal",35,1831,929,66.34
"EMEF MANOEL VIEIRA LESSA","Serra",565,28892,14670,66.32
"EMEBTI DONA MARIA SANTANA","Cachoeiro de Itapemirim",155,8011,4071,66.31
"EMEF ANANIAS CUSTODIO","São Domingos do Norte",471,26051,13251,66.28
"EMEF JONAS FARIAS","Serra",389,20326,10346,66.27
"EMEIEF FREI JUAN ECHAVARRI ASIAIN","Castelo",81,4644,2364,66.27
"EMPEIEF VERINO SOSSAI","Mucurici",25,1275,649,66.27
"EM FAZENDA JULIO LITTIG","Afonso Cláudio",15,864,440,66.26
"EM PROFESSOR JOÃO BATISTA DA SILVA - JOÃO MAIA","Barra de São Francisco",39,1937,987,66.24
"EMUEF RIO CLARO","Santa Maria de Jetibá",24,1276,652,66.18
"EMEF CENTRO DE JACARAIPE","Serra",507,25184,12890,66.14
"EMEIEF SAO LUIZ REI","Nova Venécia",15,791,405,66.14
"EMEIEF PROFª ELZA EWALD DE OLIVEIRA","Baixo Guandu",133,8059,4129,66.12
"EMEF BAIRRO COLUMBIA","Colatina",549,32571,16693,66.12
"EMEF ROBERTO MOREIRA","Linhares",403,21083,10887,65.95
"EMEB MARIA DAS GRAÇAS FELIPPE","Cachoeiro de Itapemirim",71,3917,2023,65.94
"CMEI ELISA LEAL BEZERRA","Cariacica",203,10380,5364,65.93
"EMEIEF SENHOR WALDEMAR FIANCO","Ecoporanga",20,1018,526,65.93
"EMEFTI SITIO RUPF","Marechal Floriano",80,4329,2239,65.91
"EMEB PROFº VALERIA AQUINO VIANA","Cachoeiro de Itapemirim",312,16371,8479,65.88
"EMEF BAIRRO ALTOE","Nova Venécia",235,12043,6243,65.86
"EMPEIEF BARRACAO DO RIO POSSMOSER","Santa Maria de Jetibá",30,1717,891,65.84
"EMP INDIGENA IRAJA","Aracruz",78,4232,2196,65.84
"EMEIEF ERNESTO CORRADI","Colatina",173,10011,5205,65.79
"EM SANTA FE","Apiacá",17,963,501,65.78
"EMEF TI JOSE LEMOS DE MIRANDA","Vitória",209,10127,5271,65.77
"EMEF PADRE GABRIEL","Serra",659,32864,17114,65.76
"EMEF ANTÔNIO FERNANDES DE ALMEIDA","Linhares",368,19403,10117,65.73
"EMEFTI DR UBALDO RAMALHETE","Colatina",303,17292,9016,65.73
"EMEF MARIA DA CUNHA FUNDAO","São Mateus",253,13126,6848,65.72
"EMEF DIVINOPOLIS PASTOR OLIVEIRA DE ARAUJO","Serra",219,11091,5793,65.69
"EMEF SAO JORGE","Cariacica",527,26559,13879,65.68
"EMEF PROFESSOR PAULO FABIO SARTORE","Muniz Freire",95,5675,2965,65.68
"EMEF JOANA MARIA DA SILVA","Cariacica",306,14993,7835,65.68
"EMEF TERRA CORRIDA","Iúna",16,725,379,65.67
"EMEIEF JOSE FRANCISCO DE OLIVEIRA","Ecoporanga",185,9553,4995,65.67
"EMEIEF PROFESSORA AURORA ARAUJO FRANZOTTI","Ecoporanga",20,1082,566,65.66
"UMEF PROFESSOR. JORGE ANIZIO BORJAILLE","Vila Velha",201,9956,5216,65.62
"EMEF ARTHUR DA COSTA E SILVA","Vitória",403,22757,11935,65.6
"EMEF MARIA DA LUZ GOTTI","Colatina",569,33107,17403,65.55
"EMEB ISABEL COSTA BAPTISTA","Atílio Vivácqua",52,2454,1290,65.54
"EMEIEF PATRIMONIO ALTOE","Jaguaré",122,6373,3351,65.54
"EMEF BONSUCESSO","Iúna",33,1633,859,65.53
"EMEF ANTONIO PADOANI","Conceição do Castelo",74,3994,2102,65.52
"EMEF PROFª MARIA DA COSTA MACHADO","Marataízes",230,14477,7627,65.49
"EMEF PROFª AMELIA LOUREIRO BARROSO","Serra",516,25541,13465,65.48
"EMEF TANCREDO DE ALMEIDA NEVES","Cariacica",159,8148,4296,65.48
"EMEF BOA VISTA","Cariacica",256,13699,7221,65.48
"EMEIEF PROFª ENY LEAL MACHADO","Irupi",63,3392,1794,65.41
"UMEF PROFESSOR ANTONIO LORENZUTTI","Vila Velha",215,11121,5883,65.4
"EMPEF PATRIMÔNIO HUMAITÁ","Linhares",50,2422,1282,65.39
"EMEF JOAO PAULO II","Serra",328,16413,8703,65.35
"EMEFTI ITAPARICA","Aracruz",122,5984,3176,65.33
"EMEF JORGE AMADO","Serra",881,44354,23554,65.31
"EMEF GODOFREDO CHAVES BAIAO","Colatina",64,3382,1802,65.24
"EMEIEF MARINGA","Marataízes",63,3262,1740,65.21
"EMEIEF JOAO GABRIEL","São Gabriel da Palha",254,13080,6980,65.2
"EMEIEF FORTALEZA","Muqui",102,6128,3284,65.11
"EMEF Moacyr Avidos","Governador Lindenberg",127,6411,3437,65.1
"EM VARGEM ALEGRE","Barra de São Francisco",93,4905,2631,65.09
"EMEF PEDRO PALACIOS","Montanha",159,8169,4383,65.08
"EMEF PROFESSORA LIA THEREZINHA MERCON ROCHA","Muniz Freire",827,46419,24921,65.07
"EMEB AMARILIS FERNANDES GARCIA","Anchieta",258,14769,7931,65.06
"EMEIEF GIRAL","Jaguaré",58,2870,1542,65.05
"EMUEF CORREGO DO TAMANDUA","Vila Pavão",24,1249,671,65.05
"EMEBTI PROF. ELÍSIO CORTES IMPERIAL","Cachoeiro de Itapemirim",138,7102,3818,65.04
"EMEFM MARIANO FERREIRA DE NAZARETH","Domingos Martins",529,29843,16057,65.02
"EMEF ITAPUTANGA","Piúma",696,37527,20271,64.93
"EMEF NOEMIA COSTA DE LIMA","Cariacica",388,20129,10875,64.92
"EMPEIEF ALCIDES PIMENTEL","Santa Maria de Jetibá",28,1526,826,64.88
"EMEIEF CORREGO DO AUGUSTO VIRGINIO CHIARELLI","Nova Venécia",19,1012,548,64.87
"UMEF PROFESSORA FLÁVIA BORGO","Vila Velha",607,34323,18587,64.87
"EMEIEF PINDOBAS","Venda Nova do Imigrante",232,13131,7117,64.85
"EMEB FLECHEIRAS","Atílio Vivácqua",73,2972,1612,64.83
"EMCOR SANTA HELENA","Nova Venécia",152,9094,4940,64.8
"EMEF SANTA CLARA DO CAPARAO","Iúna",223,12711,6909,64.79
"EMEB ITABIRA","Vargem Alta",15,772,420,64.77
"EMEB ROTARY","Cachoeiro de Itapemirim",377,19880,10818,64.76
"EMEF ANALIA QUEIROZ DA SILVA","Marataízes",567,34007,18515,64.75
"EMEF VALDECI CEZARIO","Cariacica",273,13547,7375,64.75
"EMEF AUGUSTO PETER BERTHOLD PAGUNG","Domingos Martins",182,10938,5954,64.75
"EMEF MARIO LEAL SILVA","Aracruz",343,17606,9604,64.7
"EMEF LEONOR MIGUEL FEU ROSA","Serra",287,14472,7902,64.68
"EMEB JOSÉ TAVEIRA DOS SANTOS","Cachoeiro de Itapemirim",236,11860,6484,64.65
"EMEF VENTINO DA COSTA BRANDAO","Cariacica",273,13618,7448,64.64
"EMEIEF REFRIGERIO","Nova Venécia",24,1276,698,64.64
"EM SANTA ANGELICA","Barra de São Francisco",29,1517,831,64.61
"EMEF PROFESSOR ETHEVALDO DAMAZIO","Santa Teresa",1230,69872,38266,64.61
"EMEF PROFª CELIA BACELAR","Ponto Belo",154,9023,4949,64.58
"EMPEIEF JANETTA KLEMZ JACOB","Santa Leopoldina",70,3519,1931,64.57
"EMEF ADAO BENEZATH","Vitória",406,22673,12447,64.56
"EMEF FELIPE MODOLO","Alfredo Chaves",86,4880,2680,64.55
"EMUEF CORREGO LAGRIMAL","Rio Bananal",14,759,417,64.54
"EMPEIEF RIO LAMEGO","Santa Maria de Jetibá",19,996,548,64.51
"EMEIEF GRACA ARANHA","Colatina",118,6649,3659,64.5
"EMUEFEI SOBREIRO","Itaguaçu",21,1063,585,64.5
"EMEIEF SOARES DUTRA","Água Doce do Norte",51,2528,1392,64.49
"EMEIEF GOVERNADOR LACERDA DE AGUIAR","Baixo Guandu",178,9313,5127,64.49
"EMEIEF ANTONIO SASSO","Castelo",87,5089,2803,64.48
"EMEBTI JULIETA DEPS TALLON","Cachoeiro de Itapemirim",186,9719,5361,64.45
"EMPEIEF AGUA BOA","Mucurici",19,1005,555,64.42
"EMEF CORREGO SAO PAULO","Domingos Martins",83,4528,2502,64.41
"EMEF JOSE MARIA FERREIRA","Cariacica",596,30519,16861,64.41
"EMEIEF LUIZ MONICO","São Roque do Canaã",116,5125,2835,64.38
"EMEF URBANO RODRIGUES DA FONSECA","Iúna",27,1431,793,64.34
"EMEIEF CORREGO DUMER","São Domingos do Norte",142,7950,4410,64.32
"EMEF JOSE ZACCHI","Cariacica",241,12507,6953,64.27
"EMEF BELVEDERE","Serra",428,20434,11372,64.25
"EMEF ALMERINDA PORTELA COLODETTE","Cariacica",138,6971,3885,64.21
"UMEF DEOLINDO PERIM","Vila Velha",849,41637,23215,64.2
"EMCOR SAO JOAO PEQUENO","Colatina",131,7802,4358,64.16
"EMEIEF RAFAEL CAMPANHA","Castelo",91,5302,2966,64.13
"EMEF VIENNA ROSETTI GUTERRES","Cariacica",695,35631,19927,64.13
"EMEF NAGIB MELEIP","Marataízes",332,18928,10602,64.1
"EMEB PROF. DAVID ALBERTO LOSS","Cachoeiro de Itapemirim",224,12177,6819,64.1
"EMEB OSCAR MONTENEGRO FILHO","Cachoeiro de Itapemirim",146,7655,4305,64.01
"EMEF SONIA REGINA GOMES REZENDE FRANCO","Serra",617,31273,17587,64.01
"EMEIEF CARLOS LUIZ FREDERICO","Baixo Guandu",80,4575,2577,63.97
"EMEF DOM HELDER PESSOA CAMARA","Serra",406,19142,10784,63.96
"EMEIEF ADILSON FURLAN","Castelo",146,8082,4558,63.94
"EMEIEF ANADYR DE ALMEIDA MARCHIORI","Boa Esperança",202,11439,6461,63.91
"EMEIEF PROFESSORA GENELICE DOS REIS RAMOS HERMES","Anchieta",82,4312,2436,63.9
"EMEF ALVARO ARMELONI","Cariacica",254,12308,6954,63.9
"EMEF ALTO MONFORTE","Conceição do Castelo",22,1163,657,63.9
"EMEIEF REGINA ALVES DUTRA","Nova Venécia",138,7960,4512,63.82
"EMPEIEF RIO DAS PEDRAS","Santa Maria de Jetibá",39,1930,1094,63.82
"EMEFTI HONORIO NUNES JESUS","Aracruz",189,9395,5327,63.82
"EMPEIPEF BOA ESPERANÇA","Linhares",92,4706,2670,63.8
"EMEIEF FORNO GRANDE","Castelo",81,4635,2637,63.74
"EMEIEF ELVIRA MEALE LESQUEVES","Itapemirim",612,35113,20033,63.67
"EMEF Prof. Guilherme dos Santos","Governador Lindenberg",112,5519,3155,63.63
"UMEF DANTE MICHELINI","Vila Velha",374,18465,10553,63.63
"EMEIF SEVERINO VARGAS NETO","Brejetuba",28,1235,709,63.53
"EMEFM MARÍLIA DE REZENDE SCARTON COUTINHO","Linhares",1283,74427,42835,63.47
"EMEF VILA DE JETIBA","Santa Maria de Jetibá",394,20869,12019,63.45
"EMEIEF SIMPATIA","Anchieta",30,1515,877,63.34
"EMEIEF SAO JUDAS TADEU","Marilândia",97,5244,3036,63.33
"EMEF NOVO HORIZONTE","Serra",892,43114,25016,63.28
"EMUEF ALTO INES","Ibatiba",20,1032,600,63.24
"EMEF TIRADENTES","Cariacica",430,19810,11544,63.18
"EMEF CORREGO DO RECREIO","Iúna",27,1263,737,63.15
"EMEF SAO CRISTOVAO","Nova Venécia",350,18723,10955,63.09
"EMEF AGUSTINHA MUNIZ DE OLIVEIRA","Cariacica",369,18290,10708,63.07
"EMEIEF LADIR DA PENHA","São Gabriel da Palha",40,2056,1204,63.07
"EMEF EUGENIO PINTO SANTANNA","Domingos Martins",128,7558,4426,63.07
"EMEIEF PAULINO ROCON","Santa Teresa",182,10346,6066,63.04
"EMEIEF JOSE STEFENONI","Rio Bananal",353,20331,11923,63.03
"EMEF ANTONIO VIEIRA DE REZENDE","Serra",710,34112,20016,63.02
"EMEFCM JOAO NATALICIO ALVES PEREIRA","Viana",286,14318,8400,63.02
"EMEB PE GINO ZATELLI","Cachoeiro de Itapemirim",395,19907,11679,63.02
"EMEF DE TEMPO INTEGRAL RESIDENCIAL JACARAÍPE","Serra",191,4865,2859,62.99
"EMEIEF SANTA ROSA DA CACHOEIRINHA","Nova Venécia",17,828,488,62.92
"EMPEIEF SANTA ROSA","Itarana",50,2552,1504,62.92
"EMEIPEF SAO SEBASTIAO DO LAGRIMAL","Rio Bananal",27,1292,764,62.84
"EMEF PROFESSORA MARIA MAGDALENA PISA","Serra",105,5169,3059,62.82
"EMEF MANOEL DE PAULA SERRAO","Anchieta",361,21123,12519,62.79
"EMEF BIRIRICAS DE CIMA","Domingos Martins",160,9000,5336,62.78
"EM MARIA DE LOURDES ALVES","Apiacá",487,27317,16215,62.75
"EMEF GERMANO LOROSA","Domingos Martins",122,6535,3881,62.74
"EMEF ALVARO SOUZA","Aracruz",501,25115,14937,62.71
"EMEB ANACLETO RAMOS","Cachoeiro de Itapemirim",716,39560,23556,62.68
"Escola Estadual de Ensino Fundamental e Médio Manoel Salustiano de Souza","Linhares",56,2552,1520,62.67
"EMEFTI EURÍPEDES NUNES LOUREIRO","Aracruz",171,7812,4656,62.66
"EMEF MARIUZA SECHIN","Cariacica",180,8975,5353,62.64
"EMEFTIC DEOLINDO BOZI","Sooretama",73,3420,2042,62.61
"EMEF PROF JOSE SARMENTO ROQUE","Mucurici",352,18793,11233,62.59
"EMEIEF CENTRO UNIFICADO CONSTANTINO JOSE VIEIRA","Castelo",618,34792,20872,62.5
"EMEIEF PROFESSORA ELZITA BARBARIOLI","Ibiraçu",110,5096,3066,62.44
"EMEF LEOVEGILIA EMILIANO DA SILVA","Muniz Freire",119,6672,4014,62.44
"EMEF JOAO CALMON","Serra",483,23059,13913,62.37
"EMEF ALEGRE","Sooretama",135,7046,4254,62.35
"EMEF MANOEL CARLOS DE MIRANDA","Serra",510,22567,13653,62.31
"EMEF PROFESSORA ESTHER DA COSTA SANTOS","Vila Pavão",525,29349,17773,62.28
"EMPEF FAZENDA KRUGER","Santa Maria de Jetibá",19,1031,625,62.26
"UMEF MARIA ELEONORA D AZEVEDO PEREIRA","Vila Velha",856,46862,28404,62.26
"EMEF DEOCLECIANO FRANCISCO DA VITORIA","Cariacica",280,12998,7882,62.25
"EMEB LUIZ PINHEIRO","Cachoeiro de Itapemirim",142,7249,4407,62.19
"EMEB DOMINGOS UBALDO","Cachoeiro de Itapemirim",356,19755,12033,62.15
"UMEF PROFESSORA NICE DE PAULA AGOSTINI SOBRINHO","Vila Velha",640,36045,21951,62.15
"EMEIEF CACHOEIRA GRANDE","Nova Venécia",23,1143,697,62.12
"UMEF DIJAYRO GONÇALVES LIMA","Vila Velha",413,19697,12029,62.08
"EMEIEF LUIZ GUILHERME HENRIQUE POTRATZ","Santa Maria de Jetibá",105,5739,3509,62.06
"EMEIEF SAO JOAO DE NOVO BRASIL","Governador Lindenberg",17,777,475,62.06
"EMEF DE TEMPO INTEGRAL PROF EULALIA FALQUETTO GUSMANN","Serra",770,36561,22371,62.04
"EMEF ELZA DE CASTRO SCARDINI","Iúna",180,8633,5291,62
"EMEF CORREGO DO OURO","Nova Venécia",16,771,473,61.98
"EMEF CIDADE POMAR","Serra",462,21195,12999,61.98
"EMEF ISMENIO DE ALMEIDA VIDIGAL","Serra",899,42632,26182,61.95
"EMEF PROF DARCY RIBEIRO","Serra",945,46084,28400,61.87
"EMEF JOSE FACHETTI","Colatina",227,13559,8389,61.78
"EMEF ADILSON DA SILVA CASTRO","Vitória",517,28606,17698,61.78
"EMEF JOAO VALIM","Laranja da Terra",231,13230,8196,61.75
"EMEF SEBASTIAO COSTA","Muniz Freire",113,4438,2750,61.74
"EMEF GUSTAVO GUILHERME JOAO PLASTER","Domingos Martins",214,11747,7291,61.7
"EMEIEF SEBASTIAO JOSE PIVETTA","Santa Teresa",268,14833,9215,61.68
"EMEB OSWALDO MACHADO","Cachoeiro de Itapemirim",278,13413,8345,61.65
"EM MANOEL FRANCO","São José do Calçado",899,48515,30195,61.64
"CMEA LUIZA SOUZA BARROS","Vila Pavão",123,6665,4147,61.64
"EMEF PROFESSORA REGINA MARIA SILVA","Vitória",272,14667,9151,61.58
"EMEIEF SAO SEBASTIAO","Santa Maria de Jetibá",188,10649,6649,61.56
"EMEF PROF ARTEME LOPES","Alto Rio Novo",150,7242,4522,61.56
"EMEF CORREGO DA TRAVESSIA","Nova Venécia",18,859,537,61.53
"EMEF AUTO GUIMARÃES E SOUZA","Linhares",147,6926,4336,61.5
"EMEIFTI SANTA TEREZINHA","São Mateus",107,5108,3200,61.48
"EMEIEF ANTONIO GONCALVES","Santa Maria de Jetibá",89,4727,2969,61.42
"CMEA ARTUR PAGUNG","Vila Pavão",84,4562,2868,61.4
"EPM DIVINO ESPIRITO SANTO","São Mateus",15,670,422,61.36
"EMEB SERTÃO DE MONTE LIBANO","Cachoeiro de Itapemirim",39,1953,1231,61.34
"EMEB JOAO DOMINGOS FASSARELLA","Vargem Alta",106,5791,3655,61.31
"EMEF PROF VALERIA MARIA MIRANDA","Serra",407,19078,12042,61.3
"EMEF DORIVAL BRANDAO","Viana",112,5527,3495,61.26
"EFA SAO BENTO DO CHAPEU","Domingos Martins",26,1624,1028,61.24
"EMEF PROFESSORA HERINEA LIMA OLIVEIRA","São Mateus",722,37903,24011,61.22
"EMEF PROFESSORA ANNA CAVATTI COLOMBI","São Gabriel da Palha",340,16380,10396,61.17
"EMEB CONSTANCIO VIVAS","Mimoso do Sul",29,1577,1001,61.17
"EMEF IRMA DULCE","Serra",548,25035,15903,61.15
"EMEF ANTONIO FRANCISCO ERLACHER","Domingos Martins",53,2881,1831,61.14
"EMEF CARLA PATRICIA DE OLIVEIRA PAULA","Serra",773,34788,22114,61.14
"UMEF PROFESSOR PAULO CESAR VINHA","Vila Velha",1023,46776,29742,61.13
"EMEB JENNY GUARDIA","Cachoeiro de Itapemirim",262,14529,9245,61.11
"EMEF TOMBOS","Muniz Freire",81,4406,2814,61.02
"EMEIEF SAO MARCOS","Colatina",174,8854,5666,60.98
"EMEIEFTI SAO MARCOS","Marilândia",35,1634,1046,60.97
"EMEF PROFESSOR NICOLAU KROHLING","Marechal Floriano",344,19307,12359,60.97
"EMEF AYRTON SENNA","Cariacica",219,11231,7197,60.95
"EMEF ANEDINA ALMEIDA SANTOS","São Mateus",158,8493,5443,60.94
"EMEFTI MARIA CLEMENTINA VELLOSO SANTOS","Montanha",192,8597,5517,60.91
"EMEF ZENILIA VARZEM RIBEIRO","Aracruz",495,22652,14538,60.91
"EMEF NARCISO ARAUJO","Itapemirim",842,43716,28126,60.85
"EMEF MARECHAL MASCARENHAS DE MORAES","Vitória",672,34588,22264,60.84
"EMEF IZAURA MARQUES DA SILVA","Vitória",329,17085,11001,60.83
"EPMEIEF CORREGO SAO PAULO","Alto Rio Novo",18,781,503,60.83
"UMEF PROFESSOR THELMO TORRES","Vila Velha",525,28363,18291,60.79
"EMEIEF PANORAMA","Rio Bananal",207,11368,7338,60.77
"CMEA AGOSTINHO BATISTA VELOSO","Vila Pavão",119,6749,4363,60.74
"EM GUMERCINDO LACERDA","Afonso Cláudio",130,7312,4732,60.71
"EMEF ANTONIO NICCHIO","Colatina",266,14295,9257,60.7
"EMEF NOSSA SENHORA DA CONCEIÇÃO","Linhares",377,18511,12001,60.67
"EMEF SEBASTIAO RODRIGUES SOBRINHO","Cariacica",330,18289,11879,60.62
"CMEFTI WALDEIA FERREIRA PEÇANHA","Itapemirim",443,22936,14898,60.62
"EM ALTO LAGOA","Afonso Cláudio",19,948,616,60.61
"EMEB JOSE GONCALVES FIGUEIRA","Mimoso do Sul",94,4906,3190,60.6
"EM JOSE JORGE HADDAD","Afonso Cláudio",336,18584,12090,60.59
"EMEIEF SAO ROQUE","Jaguaré",139,6600,4292,60.59
"EMEF KM 35","São Mateus",387,19826,12906,60.57
"UMEF GUILHERME SANTOS","Vila Velha",659,35791,23307,60.56
"EMEF CAXIXE","Venda Nova do Imigrante",495,26214,17076,60.55
"EMEF ELIZIARIO LOURENCO DIAS","Guarapari",265,9654,6292,60.54
"EMEIEF ALFREDO LEPPAUS","Santa Leopoldina",83,4713,3073,60.53
"EMPEIPEF CÓRREGO DR. JONES","Linhares",38,1864,1216,60.52
"EMEF DR OCTAVIO MANHAES DE ANDRADE","Colatina",623,34359,22415,60.52
"EMPEIEF FLORES PASSINATO KUSTER","Marechal Floriano",26,1311,857,60.47
"EMEF SEBASTIAO DE ALMEIDA FERREIRA","Marataízes",240,13230,8682,60.38
"EM ERCILIO CORDEIRO","São José do Calçado",160,8737,5735,60.37
"EMEF TI MOACYR AVIDOS","Vitória",321,16395,10769,60.36
"EMEF PROF IZAURA DE ALMEIDA SILVA","Boa Esperança",345,17892,11752,60.36
"EMEIEF DE JAQUEIRA BERY BARRETO DE ARAUJO","Presidente Kennedy",393,21269,14025,60.26
"EMEF ALVARO MARQUES DE OLIVEIRA","Sooretama",651,32065,21153,60.25
"EMEF DEOLINDA AMORIM DE OLIVEIRA","Iúna",473,24148,15980,60.18
"EMEF ALICE COUTINHO SANTOS","Cariacica",378,17437,11595,60.06
"EMEF PONTAL","Marataízes",267,14170,9422,60.06
"EMEF PROFESSORA ELIANA CORREA PINAFO","Linhares",912,44915,29895,60.04
"EMPEIPEF AREAL","Linhares",34,1633,1087,60.04
"EMEF ZILCA NUNES VIEIRA BERMUDES","Aracruz",764,40866,27302,59.95
"EMEIEF PEDRO SIQUEIRA","Itapemirim",220,11668,7794,59.95
"EMPEF JOSÉ CÂNDIDO DURÃO","Linhares",19,876,586,59.92
"EMPEIUEF TERRA ALTA","Linhares",32,1531,1025,59.9
"EPM VAVERSA","São Mateus",20,920,616,59.9
"EMEFTI BEM VIVER","São Gabriel da Palha",134,6396,4284,59.89
"EMEF ALTO PARAJU","Domingos Martins",80,4513,3023,59.89
"EMEF TIRADENTES","Rio Bananal",373,19920,13352,59.87
"EMEF MARIA APARECIDA DOS SANTOS SILVA FILADELFO","São Mateus",244,13000,8732,59.82
"EMEF SAO VICENTE DE PAULO","Vitória",602,30831,20705,59.82
"EMEIEFP ALIANCA","Muqui",18,882,594,59.76
"EMEIEF AGENOR DE SOUZA LE","Ibatiba",139,6107,4115,59.74
"EMEF BEIJAMIM MENDES DE SOUZA","Mucurici",210,10973,7395,59.74
"EM BONSUCESSO","Apiacá",82,4370,2948,59.72
"EMEIEF QUILOMETRO VINTE","Boa Esperança",112,5923,3997,59.71
"EMEIEF FRANCISCO SECCHIM","Nova Venécia",127,7138,4816,59.71
"EMEIEF CLARICE CAMPOS LEMOS","Ibitirama",200,9355,6319,59.68
"EMEB MARIA STAEL DE M. TEIXEIRA","Cachoeiro de Itapemirim",508,23533,15897,59.68
"EMEF MARIA BARROS HORSTH","Iúna",114,5903,3989,59.67
"EMEF ORELIO CALIMAN","Jaguaré",296,15911,10757,59.66
"EMEF PAULO FREIRE","Aracruz",938,48474,32876,59.59
"EPM SANTA MARIA GORETH","Jaguaré",17,734,498,59.58
"EMEF TERFINA ROCHA FERREIRA","Cariacica",290,14859,10099,59.54
"EMEF RIO PONTE","Domingos Martins",94,5370,3650,59.53
"EM NEUZA FERNANDES DA SILVA","Barra de São Francisco",98,4723,3213,59.51
"UMEF DIRETORA ZDMEA CAMARGO DAMASCENO","Vila Velha",599,33076,22506,59.51
"EMEIEFTI OSEAS RANGEL DE AMORIM","Colatina",186,9340,6362,59.48
"EMEF ELIANE RODRIGUES DOS SANTOS","Vitória",718,35709,24349,59.46
"EMEF JOSE MAMBRINI","Aracruz",266,12038,8230,59.39
"EMEB ANA BUSATO","Atílio Vivácqua",256,13619,9315,59.38
"UMEF DR TUFFY NADER","Vila Velha",856,41061,28127,59.35
"EMEIEF IRMAOS MANGIFESTE","Castelo",60,3112,2132,59.34
"EMEIEF ADRIANA DE SOUZA BARCELOS","Jaguaré",153,8477,5813,59.32
"EMEB MONTE ALEGRE","Cachoeiro de Itapemirim",70,3322,2282,59.28
"EMEF JOSE ULIANA","Domingos Martins",103,5776,3972,59.25
"EMEF OLGA MARTINELLI","Baixo Guandu",97,5183,3565,59.25
"EMEFTI LIONS CLUB DE COLATINA","Colatina",271,13844,9522,59.25
"EMEF DR ARNOBIO ALVES DE HOLANDA","São Mateus",677,35849,24663,59.24
"EMEB CATHARINA GIOVANINI FABER","Mimoso do Sul",38,2052,1412,59.24
"EMEIEF MILTON CORTELETTI","Santa Leopoldina",327,16801,11567,59.23
"EMEF JUSCELINO KUBITSCHEK DE OLIVEIRA","Vitória",494,25329,17503,59.14
"EMEF JOCARLY GOMES SALLES","Cariacica",225,10160,7046,59.05
"EMEF FRANCISCO ASSIS PEREIRA","Viana",178,9518,6602,59.04
"EMEFTI PROFESSORA ARLENE GERALDO","Nova Venécia",243,14181,9843,59.03
"EMEIEF MONTEPIO","Castelo",115,5857,4067,59.02
"EMEIEF PADRE LUIZ DA GRA","Marilândia",42,2160,1500,59.02
"EMEF VIRGILIO FRANCISCO SCHWAB","Cariacica",301,14259,9907,59
"EUM RIO PRETO","Jaguaré",18,868,604,58.97
"EMEIEF VARGEM GRANDE","Jaguaré",20,929,647,58.95
"EMEF LUIZ PIANZOLA","Domingos Martins",98,5041,3513,58.93
"EMEIEF SAO PIO X","São Mateus",155,8017,5595,58.9
"EMEF TI ANACLETA SCHNEIDER LUCAS","Vitória",322,16585,11579,58.89
"EMUEF CORREGO PATIOBA","Sooretama",12,612,428,58.85
"EMEB PROF AMELIA TOLEDO DO ROSARIO","Cachoeiro de Itapemirim",263,14156,9900,58.85
"CEAG ADAUTO LOPES CORRÊA","Itapemirim",137,7417,5213,58.73
"CMEIEF ALCIDES MARINATO","Linhares",113,5329,3747,58.72
"EMEF PROF MARIA STELLA DE NOVAES","Vitória",653,32481,22873,58.68
"ESC DO CAMPO E ESTACAO DE CIENCIAS MARGARETE C PEREIRA","Cariacica",49,2593,1827,58.67
"EMEIEF SANTO ANTONIO","Boa Esperança",145,7297,5147,58.64
"EMEF ELZA RONI SCARPATI","Linhares",679,40820,28834,58.6
"EMEIEF ASSENTAMENTO ZUMBI DOS PALMARES","São Mateus",96,4939,3489,58.6
"EMUEF PONTAL DO OURO","Linhares",20,1021,723,58.54
"EMEF TALMA SARMENTO DE MIRANDA","Cariacica",298,14409,10207,58.54
"EMEF JOAO LAUVERS","Santa Maria de Jetibá",285,15247,10827,58.48
"EMEF MARIA JOSE COSTA MORAES","Vitória",727,36742,26094,58.47
"EMEF CABOCLO BERNARDO","Linhares",786,41045,29153,58.47
"EPM CORREGO GRANDE","São Mateus",23,1117,795,58.42
"EMEF SANTA ISABEL","Domingos Martins",131,7188,5126,58.37
"EMEF AUGUSTO BREDA","Pancas",17,658,470,58.33
"EM CÓRREGO FAGUNDES","Barra de São Francisco",23,1031,737,58.31
"EMEF ALMIR QUEIROZ","São Mateus",125,5983,4277,58.31
"EMEF DR ADALTON SANTOS","Nova Venécia",537,31215,22345,58.28
"EMEF DORA ARNIZAUT SILVARES","São Mateus",859,43315,31029,58.26
"EMEF OTTO EWALD JUNIOR","Vitória",496,23863,17101,58.25
"EMEF DR MARIO VELLO SILVARES","Conceição da Barra",545,29606,21238,58.23
